100000,"Раздел III УПРАВЛЕНИЯ ЛАГЕРЕЙ, ЛАГЕРНЫЕ ОТДЕЛЕНИЯ ЦЕНТРАЛЬНОГО ПОДЧИНЕНИЯ",,,,,,,,,,,,,,,,,
100001,"АВТОТРАНСПОРТНЫЙ ИТЛ ДАЛЬСТРОЯ (ИТЛ Упр. автотранспорта, Транслаг, Транспортное ЛО, ИТЛ Автотранспорта, Автотранспортный ИТЛ УСВИТЛа)",Время существования: организован не позднее 01.02.51 [1]1; закрыт 05.08.54 [2].,"Реорганизован: между 22.05.51 и 01.05.52 из ЛО в ИТЛ [3], {21. Л. 55}2.","Подчинен: ГУ ИТ лагерей Дальстроя в 1951–1952 гг. [1], {21. Л. 55}; УСВИТЛ в 1953–1954 гг. {21. Л. 667}, [2].","Дислокация: Магаданская обл., пос. Мякит {21. Л. 667, 733}.","Литер: АВ-4 {21. Л. 667, 733}.",Телегр. код: нет {21. Л. 667}.,"Адрес: Магаданская обл., пос. Мякит, п/я АВ-261/206 на 01.08.53 {21. Л. 733}; п/я АВ-261/46 на 11.12.53 {21. Л. 667}.","Производство: работа в цехах на участках автобаз, на Спорненском авторем. з-де3, стр-во в пос. Мякит, обслуживание угольных шахт Первомайского угольного р-на {21. Л. 55–70}.",Численность: 22.05.51 — 4316 [3]; 01.09.51 — 59274 [4]; 01.05.52 — 62655 {21. Л. 55–70}; 01.08.53 — 3643 {21. Л. 733}; 02.02.54 — 4433 {21. Л. 671}.,"Начальники: нач. — майор Абаев ?.?. (упом. 01.05.52) {21. Л. 70}; п/п инт.с. Карпов Б.Н., ? — по 15.07.52 [5]; инж.-майор Толкачев С.С., с 15.07.52 — ? [5]; майор Ершов ?.?. (упом. 01.08.53) {21. Л. 733}6.",Архив: ?,,Примечания: ,Источники: ,,с.с.,"61.407434, 152.090060"
100162,"ИТЛ ""КА"" (ИТЛ и СМУ п/я 34, ИТЛ СМУ 52)",Время существования: организован 15.01.52 [1]; закрыт 29.04.53 {35}.,,"Подчинен: ГУЛПС, в составе СТРОИТЕЛЬСТВА 565 И ИТЛ с 15.01.52 [1]; ГУЛАГ МЮ с 02.04.53 {33}.","Дислокация: г.Москва [1], {22}; Москва, 13-я Парковая, 13 [2].",Литер: КА с 15.01.52 [1].,"Телегр. код: ""Долина"" {22}.","Адрес: г.Москва, п/я 34 [3. Л. 2], с 26.02.52 — г.Москва, п/о 122, п/я 3170 [4]; Москва 122, п/я КА-3170 на 16.12.52 {22}.","Производство: спецстройка [3. Л. 2], стр-во жилпоселков [5].",Численность: ?,"Начальники: нач. — майор в/с Бураковский А.К., с 15.01.52 — не ранее 30.01.53 [6]; з/н — полк. Бабушкин С.И., с 02.52 — ? [3. Л. 2об.].",Архив: ?,,,Источники: ,См. также: СТРОИТЕЛЬСТВО 565 И ИТЛ.,С.С.,"55.802007, 37.812138"
,,,,,,,,,,,,,,,Пр. 00113 МВД от 15.01.52. ,,,"По данным топографии терора - 55.802335, 37.798463"
,,,,,,,,,,,,,,,Расп. 528 МВД от 24.03.52. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1д. Д. 316. ,,,
,,,,,,,,,,,,,,,Пр. 00137 МВД от 26.02.52.  ,,,
,,,,,,,,,,,,,,,Пр. 00182 МВД от 08.09.52. ,,,
,,,,,,,,,,,,,,,Пр. 01421 МВД от 30.01.53.,,,
100163,"ИТЛ КОЛЫМО-ИНДИГИРСКОГО РЕЧНОГО ПАРОХОДСТВА ДАЛЬСТРОЯ (Зырянлаг, Зырянское ЛО, Колымо-Индигирское ЛО УСВИТЛа, ЛО Колымо-Индигирского речного пароходства, ИТЛ Колымо-Индигирского речного транспорта)",Время существования: организован не позднее 01.02.51 [1]1; закрыт позднее 01.01.54 [2]2.,"Реорганизован: между 22.05.51 и 01.05.52 — из ЛО в ИТЛ [3], {21. Л. 292}; между 01.05.52 и 01.08.53 — из ИТЛ в ЛО {46. Л. 292, 733}.","Подчинен: ГУ ИТ лагерей Дальстроя в 1951–1952 гг. [1], {21. Л. 292}; УСВИТЛ в 1953–1954 гг. {21. Л. 733}, [4].","Дислокация: Якутская АССР, пос. Зырянка {21. Л. 668, 733}.",Литер: АВ-10 {21. Л. 668}.,Телегр. код: ?,"Адрес: Якутская АССР, пос. Зырянка, п/я АВ-261/105 {21. Л. 668, 733}.","Производство: обслуживание Колымо-Индигирского речного пароходства, строит. и погрузочно-разгрузочные работы, стр-во узкоколейной ж.д., добыча угля, лесозаготовки {21. Л. 292–301}.",Численность: 22.05.51 — 2861 [3]; 01.09.51 — 3292 [4]; 01.08.53 — 2398 {21. Л. 733}.,Начальники: нач. — полк. Панков ?.?. (упом. 01.05.52) {21. Л. 301}; майор Павлов ?.?. (упом. 01.08.53) {21. Л. 733}3.,Архив: ?,,Примечания: ,Источники: ,,С.С.,"65.736267, 150.890458"
,,,,,,,,,,,,,,"1 Впервые упом. 01.02.51 под названием Зырянлаг, без уточнения статуса лаг. подр.; согласно [5], ИТЛ КОЛЫМО-ИНДИГИРСКОГО РЕЧНОГО ПАРОХОДСТВА организован в 1952 г. ",ГАРФ. Ф. 9414. Оп. 1д. Д. 159. Л. 26. ,,,
,,,,,,,,,,,,,,2 01.01.54 — последнее известное упом. Колымо-Индигирского ЛО. ,Там же. Оп. 1. Д. 591. Л. 24. ,,,
,,,,,,,,,,,,,,"3 Согласно {21. Л. 733}, Павлов — нач. с 09.10.52, но др. подтверждений этому не обнаружено.",Там же. Оп. 1д. Д. 107. Л. 2. ,,,
,,,,,,,,,,,,,,,Там же. Д. 161. Л. 4. ,,,
,,,,,,,,,,,,,,,Там же. Оп. 1. Д. 507. Л. 87.,,,
100164,"ИТЛ КОМБИНАТА ""АПАТИТ"" (Упр. ИТ лагерей и комбината ""Апатит"", ИТЛ и Строительство комбината ""Апатит"", ИТЛ при Строительстве комбината ""Апатит"")",Время существования: организован 27.05.50 [1]1; закрыт 29.04.53 (включен в БЕЛОРЕЧЕНСКИЙ ИТЛ) {35}.,,"Подчинен: ГУЛГМП {29, 3}.","Дислокация: Мурманская обл., г.Кировск [1], {29}.",Литер: ЕГ с 27.05.50 [1].,"Телегр. код: ""Апатит"" {29}.","Адрес: Мурманская обл., г.Кировск, п/я ЕГ-1 {1, 29}2.","Производство: обслуживание комб. ""Апатит"" [1], добыча апатита на руднике им. Кирова, стр-во Юкспорского рудника, туннелей в Кукимсвумчоре и Юкспориоке, строит. работы Упр. капитального стр-ва, строит.-монтажные работы Кирпстроя комб. ""Апатит"" (в р-не ст. Шонгуй), обслуживание конторы подсобных предприятий кап. стр-ва комб. ""Апатит"", лесозаготовки в р-нах ст. Лоухи и Энгозеро (Карело-Финская ССР) [2. Разд. 3. Л. 3–25].","Численность: 01.07.50 — 1803, 01.12.50 — 7337, 01.01.51 — 8213, 01.01.52 — 10 4463, 01.01.53 — 10 151 (УРО); 01.05.53 — 3932 [2. Разд. 4. Л. 4]; 07.53 — 2939 (УРО).","Начальники: нач. — полк. Драбкин Е.И. (упом. 02.12.50, 10.02.51) [3, 4]; горный директор 3-го ранга Селезнев М.И., ? — по 07.03.52 [5]; инж.-п/п Васин К.Д., с 07.03.52 — ? [5]; и.о. нач. — полк. в/с Кухтиков А.Д., с 01.04.53 по 29.04.534 [6, 7]; з/н — майор Андреев ?.?. (упом. 01.06.50) [8. Л. 40], п/п Самоходов К.Ф. (упом. в октябре 1950 г.) [2. Разд. 1. Л. 2об.], полк. Драбкин Е.И. (упом. 19.04.52) [2. Разд. 3. Л. 3об.].","Архив: В ОИТК УМВД по Мурманской обл.: л/д з/к — 12 065, материалы делопроизводства — 202; в архиве БЕЛОРЕЧЕНСКОГО ИТЛ (л/д офицеров, охраны и вольнонаемных) {1}.",,Примечания: ,Источники: ,См. также: БЕЛОРЕЧЕНСКИЙ ИТЛ.,"С.Ф., С.С.","67.615094, 33.663638"
,,,,,,,,,,,,,,"1 ИТЛ организован на базе ИТК № 6 ОИТК УМВД Мурманской обл. [8], Упр. — на базе Гос. Северного ГОК ""Апатит"" [1]. ",Пр. 0372 МВД от 27.05.50. ,,,
,,,,,,,,,,,,,,"2 Вероятно, по крайней мере до осени 1952 г., п/я 1, так как литеры начали включать в номер п/я не ранее этого времени. ",ГАРФ. Ф. 9414. Оп. 1д. Д. 268. ,,,
,,,,,,,,,,,,,,"3 На 01.03.52 — 10 016, из них 47 осужденных за к/р преступления [2. Разд. 3. Л. 3–25]. ",Пр. 0792 МВД от 02.12.50. ,,,
,,,,,,,,,,,,,,"4 В пр. о назначении и об освобождении название должности — ""и.о. нач. ИТЛ при комб. ""Апатит"" и Кировскстроя"" [5, 6]. Переведен на должность нач. КИТОЙСКОГО ИТЛ [6].",Пр. 092 МВД от 10.02.51.  ,,,
,,,,,,,,,,,,,,,Пр. 283лс МВД от 07.03.52. ,,,
,,,,,,,,,,,,,,,Пр. 025/л МЮ от 01.04.53. ,,,
,,,,,,,,,,,,,,,Пр. 057/л МЮ от 15.05.53. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1. Д. 375.,,,
100165,ИТЛ КОМБИНАТА № 6,Время существования: организован не ранее 23.02.45 [1]1; закрыт между 02.08.46 [2] и 31.10.46 {17}2.,,Подчинен: ГУЛГМП с 23.02.45; ГУЛПС не позднее 05.08.46 [3].,"Дислокация: Таджикская ССР, г.Ленинабад [1].",Литер: Т с 25.12.45 {16}.,"Телегр. код: ""Турбина"" {17}.","Адрес: Таджикская ССР, г.Ленинабад, п/я нет {15}; п/я 275 {17}3.","Производство: стр-во и обслуживание Ленинабадского (Ферганского) горно-химического комб.4 в составе Ленинабадского заводоуправления, Табошарского, Майлисуйского и Адрасманского рудоуправлений, Тюя-Муюнского рудника, геологоразведочной конторы, контор тех. и общего снабжения [1], стр-во здания для научной станции и вспомогательного помещения ФИАН в р-не г.Мургаб [4].","Численность: 01.06.45 — 611 [5]; 01.08.45 — 2295, 01.01.46 — 722 (УРО).","Начальники: нач. — п/п Чирков Б.Н., с 23.02.45 по 02.08.46 [1, 2]; п/п Штефан П.Т., с 02.08.46 — ? [2]5.","Архив: (?) Согласно {1}, до весны 1954 г. в ОИТК МВД Таджикской ССР материалы на хранение не поступали.",,Примечания: ,Источники: ,"См. также: СТРОИТЕЛЬСТВО 665 И ИТЛ, СТРОИТЕЛЬСТВО 896 И ИТЛ.",С.С.,"40.283659, 69.623899"
,,,,,,,,,,,,,,"1 В [1]: организовать Комб.т № 6 НКВД (ИТЛ не упом.); направить на комб. спецпереселенцев крымских татар с Волгостроя, а также квалифицированных рабочих з/к; подобрать специалистов горняков, геологов, химиков, механиков, энергетиков из др. лагерей. В пр. с объявлением дислокаций ИТ лагерей от 08.06.45 — ""Комб. № 6 НКВД"" {15} (ИТЛ не упом.). Первые данные о численности з/к ИТЛ КОМБИНАТА № 6 в сводках УРО — на 01.06.45 [5]. ",Пр. 00103 НКВД от 23.02.45. ,,,
,,,,,,,,,,,,,,"2 Дата закрытия ИТЛ не установлена. Последнее известное упом. ИТЛ в приказах — 02.08.46 [4], в пр. с объявлением дислокаций ИТ лагерей от 31.10.46 — ""Комбинат № 6 ПФЛ № 0333 МВД"" {7} (ИТЛ не упом.). ПФЛ 0333 при стр-ве Комбината № 6 был организован 11.08.45 [6] и, вероятно, какое-то время ИТЛ и ПФЛ существовали параллельно. Следует отметить, что ПФЛ 0333 существовал до 23.12.47, когда при организации СТРОИТЕЛЬСТВА 896 И ИТЛ (для обслуживания тех же объектов — см.) был реорг. в Проверочно-фильтрационное отделение при УС 896, тогда как ИТЛ КОМБИНАТА № 6 в качестве предшественника ИТЛ Стр-ва 896 не фигурирует [7]. ",Пр. 1118лс МВД от 02.08.46. ,,,
,,,,,,,,,,,,,,"3 Согласно {1}, п/я Т-275, что, очевидно, ошибочно, так как лит. обозначения стали вводиться в номер п/я с 1952 г. ",Пр. 0243 МВД от 05.08.46. ,,,
,,,,,,,,,,,,,,4 Комб. № 6 был создан для добычи и переработки урановых руд [7]. ,Пр. 00269 МВД от 03.04.46. ,,,
,,,,,,,,,,,,,,"5 Скорее всего, П.Т.Штефан оставался нач. ИТЛ до закрытия — так, именно он был назначен нач. при организации ИТЛ Стр-ва 896 [8].",ГАРФ. Ф. 9414. Оп. 1д. Д. 424. Л. 2. ,,,
,,,,,,,,,,,,,,,Пр. 00942 НКВД от 11.08.45. ,,,
,,,,,,,,,,,,,,,Создание первой советской ядерной бомбы. М.: Энергоатомиздат. 1995. С.179. ,,,
,,,,,,,,,,,,,,,Пр. 001294 МВД от 23.12.47,,,
100166,ИТЛ КОМБИНАТА № 9 (Пальмникенлаг),Время существования: организован 21.07.47 [1]; закрыт 29.04.53 {35}.,,"Подчинен: ГУЛГМП с 21.07.47 [1], ГУЛАГ МЮ с 02.04.53 {33}.","Дислокация: Калининградская обл., пос. Пальмникен (ныне р.п. Янтарный) {19}; пос. Янтарный {29}.",Литер: ВС с 29.08.47 [2].,"Телегр. код: ""Шторм"" {29}.","Адрес: г.Калининград, п/я 107 {19}; г.Калининград областной, п/я ВС-107 {29}.","Производство: стр-во Комб. № 9 МВД (ныне комб. ""Русские самоцветы""), карьера, обогатительной ф-ки, цеха доводки, ф-ки мех. обработки янтаря [3], изготовление янтарных изделий, плавленого янтаря, янтарной кислоты и янтарного масла [4].","Численность: 01.09.47 — 672, 01.01.48 — 2689, 01.01.49 — 2354, 01.01.50 — 1399, 01.01.51 — 1460, 01.01.52 — 13481, 01.03.53 — 1529 (УРО).","Начальники: нач. — полк. Боечин А.Ф., с 21.07.47 — не ранее 14.01.50 [1, 5]; и.о. нач.— п/п Еремеев В.П., не позднее 27.03.50 — 11.02.53 [6, 7]2, нач. — инж.-п/п Марков В.И., с 11.02.53 — ? [7].","Архив: В ОИТК УМВД по Калининградской обл.: л/д з/к, материалы делопроизводства — 484; в отделе кадров Комбината № 9 Министерства местной промышленности РСФСР треста ""Русские самоцветы"" (л/д вольнонаемных); в 1-м Спецотделе УМВД по Калининградской обл. (л/д офицеров, охраны и вольнонаемных) {1}.",,Примечания: ,Источники: ,,"С.Ф., С.С.","54.865394, 19.946246"
,,,,,,,,,,,,,,"1 На 01.05.52 — 1314, из них 396 женщин, 15 осужденных за к/р преступления [8. Разд. 3. Л. 2–6]. ",Пр. МВД 0438 от 21.07.47. ,,,
,,,,,,,,,,,,,,"2 Согласно [8. Разд. 1. Л. 2об.], п/п Еремеев был назначен нач. ИТЛ пр. 1071лс в августе 1950 г.; уволен В.П.Еремеев ""за семейственность"".",Расп. МВД 543 от 29.08.47. ,,,
,,,,,,,,,,,,,,,Пр. МВД 0392 от 26.06.48. ,,,
,,,,,,,,,,,,,,,Пр. 0495 МВД от 20.08.48.  ,,,
